,국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인,출원인 국적,출원인 수,출원인 대표명화 코드,출원인 대표명화 영문명,발명자/고안자,우선권 번호,우선권 국가,우선권 주장일,국제 공개번호,국제 공개일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main[US],Original US Class All[US],WIPS ON key,유효특허 여부
997,US,US,P,3,Method for producing fast drying multi-component waterborne coating compositions,"The invention relates to a method for producing a fast drying two or multi-component waterborne coating on a surface of a substrate. The method comprises applying a first component comprising a binder and a second component, being separate from the first component prior to application, comprising an absorber, and compositions and/or formulations prepared therefrom.","1. A method for preparing a fast drying multi-component waterborne coating on a surface of a substrate, the method comprising the sequential steps of: a) applying component A consisting essentially of at least one water insoluble absorber to the surface of the substrate;b) applying component B consisting essentially of a fast-drying binder composition to the surface of the substrate to which the water insoluble absorber has been applied; andc) allowing the multi-component waterbome coating to dry,wherein said absorber is selected from the group consisting of organic super absorbent polymers, ion-exchange resins, hollow sphere polymers, molecular sieves, talcs, inorganic absorbers, porous carbonaceous materials, non-porous carbonaceous materials, and mixtures thereof.",47,244,20000413,0,0,06475556,20021105,Rohm and Haas Company,US,1,UN000104,ROHM &AMP; HAAS,Sobczak; Jeffrey Joseph | Hermes; Ann Robertson | Schall; Donald Craig | Sanfilippo; Angelo,128,FR,1999-11-25,0,nan,nan,nan,B05C,B05C|B05D|E01C|E01C|E01C,427/137,427/137 | 427/136 | 427/407.1,4502050000000.0,0.0
998,US,US,P,1,Retroreflecting road marking system,"Retroreflecting road marking system comprising a coating layer which is composed of a binder, glass beads, one or more pigments, and fillers, on which immediately after its application and prior to its complete cooling, drying and/or curing glass beads have been introduced, the coating layer comprising a composition composed of: 30-70 wt. % of glass beads having a particle size distribution in the range of 0.8 to 3.5 mm, 3-30 wt. % of TiO2, 5-40 wt. % of fillers and/or aggregate, as well as 10-40 wt. % of binder, and the particle size distribution of the glass beads introduced immediately after application being in the range of 100 to 600 &mu;m, preferably in the range of 100 to 300 &mu;m. Through the effect of traffic the retroreflecting road marking system according to the invention attains good retroreflecting properties soon after application also in the wet state and loses these far less quickly even after busy traffic. ","1. A coating layer comprising: 30-70 wt. % of a first set of glass beads having a particle size distribution of about 0.8 to 3.5 mm, 3-30 wt. % of TiO2, 5-40 wt. % of filler and/or aggregate, 10-40 wt. % of binder, and a second set of glass beads having a particle size distribution of about 100 to 600 &mu;m, wherein immediately after the coating layer is applied to a substrate and prior to its complete cooling and curing the second set of glass bead is added to the coating layer. ",9,321,20011109,20020090505,20020711,0,0,UKN,nan,0,nan,nan,Hendrik  Stoffers | Klaas  Nieuwenhuis,77,NL,1997-05-20,0,nan,nan,nan,B32B,B32B|B05D,428/325,428/325 | 428/689 | 428/704 | 427/372.2 | 428/323,5102030000000.0,1.0
999,US,US,P,1,PAVEMENT MARKING ARTICLE AND RAISED PAVEMENT MARKER THAT USES PRESSURE SENSITIVE ADHESIVE,"A pavement marking article that has an adhesive composition for adhering the article to a pavement substrate, where the adhesive composition includes a reaction product of an acrylic acid ester of a monohydric alcohol whose homopolymer has a Tg less than 0° C., a non-polar ethylenically unsaturated monomer, and 0-10 parts by weight of a polar ethylenically unsaturated monomer. Preferably the amount of the acrylic acid ester is about 60-90 parts by weight, and the amount of the non-polar ethylenically unsaturated monomer is about 10-40 parts by weight. Also, a raised pavement marker that comprises: (a) a pavement marker body having upper and lower surfaces and an apparent flexural modulus of at least about 50,000 psi and (b) a pressure sensitive adhesive layer disposed upon the lower surface of the marker, wherein the adhesive has: (i) a transition region that begins at a frequency of about 10,000 radians/s or more and extends to a frequency of about 100 radians/s or less at about 25 ° C.; and (ii) a minimum shear modulus of about 1×105 Pa at an impact frequency of about 100 radians/s at 25 ° C.; and (iii) a shear modulus value of about 2×104 to 2×105 Pa at a frequency of 1 rad/sec at 25 ° C. Raised pavement markers that use a pressure sensitive adhesive meeting parameters (i)-(iii) can demonstrate good adhesion to roadways and are capable of withstanding repeated impacts from motor vehicle tires. ","1. A pavement marking article comprising a first exposed surface and a second surface that has disposed thereon an adhesive composition for adhering the article to a pavement substrate, the adhesive composition comprising the reaction product of: an acrylic acid ester of a monohydric alcohol whose homopolymer has a Tg less than 0° C.; a non-polar ethylenically unsaturated monomer; and 0-10 parts by weight of a polar ethylenically unsaturated monomer. ",47,207,19980429,20020004135,20020110,0,0,3M Innovative Properties Company,nan,1,UN000064,3M INNOVATIVE PROPERTIES CO,GINA M.  BUCCELLATO | CRISTINA U.  THOMAS | BIMAL V.  THAKKAR | GREGGORY S.  BENNETT | SITHYA S.  KHIEU | GARY R.  MIRON,302,nan,nan,0,nan,nan,nan,B32B,B32B|B32B,428/355.AC,428/355.AC,5102000000000.0,0.0
1000,US,US,P,3,"Marking on roads with a fixed road surface, such as asphalt, concrete or the like for motor vehicles and method for producing road markings","Road markings disposed on a fixed road surface are disclosed including reflective material disposed on a first portion of the fixed road surface for improving light reflection and friction material disposed on a second portion of the fixed road surface for increasing the friction between the fixed road surface and the wheels of a vehicle, these two portions of the road surface being separate portions of the fixed road surface. Methods are also disclosed for disposing road markings on a fixed road surface.","1. Road markings disposed on a fixed road surface comprising reflective material disposed on a first portion of said fixed road surface for improving light reflection thereon and friction material disposed on a second portion of said fixed road surface adjacent said first portion for increasing the friction between said fixed road surface and the wheels of a vehicle, said first and second portions of said fixed road surface being separate portions of said fixed road surface.",9,249,20000622,0,0,06217254,20010417,Cleanosol AB,SE,1,nan,nan,Wallgren; Magnus | Ogemark; Toni,129,SE,1999-06-30,0,nan,nan,nan,E01C,E01C,404/093,404/093 | 404/014 | 404/019,4501020000000.0,0.0
1001,US,US,P,6,Explosive ordnance disposal protective suit,"An explosive ordnance disposal protective suit which includes trousers, a at with collar, a protective helmet and a combination face shield-chest plate. The face shield-chest plate is supported and held in place by a pocket on the front of the coat. The chest plate is made of laminated layers of woven glass roving fabric. The face shield is a laminate of an optically clear polycarbonate sheet adhesively bonded to an optically clear acrylic sheet.","1. A combination breast plate and face shield providing protection to the frontal aspect of the upper torso and face of the wearer, comprising a rigid, transparent, ballistic and blast protective face shield fixedly attached to the top of said breast plate; wherein said breast plate is curved to approximately match the curvature of the front of the upper torso of a human wearer, extending under the arms of the wearer to afford protection to the upper torso from approximately the chest diaphragm to the neck of the wearer; and wherein said face shield is adapted to cover the front of the remainder of the neck and the face of the wearer, and is spaced away from the wearer's head to allow a full range of head movements without the head contacting the face shield; said breast plate being supported against the upper torso of the wearer by a support means on the front of a coat covering the wearer's torso, said support means comprising a pocket extending across the front of said coat; and wherein said face shield comprises a laminate of an optically clean polycarbonate sheet adhesively bonded to an optically clear acrylic sheet and said breast plate is a laminate of resin impregnated fiberglass.",2,42,19840404,0,0,0H000007,19860107,The United States of America as represented by the Secretary of the Army,US,1,EN000269,US ARMY,Martone; Ralph,302,nan,nan,0,nan,nan,nan,F41H,F41H,002/002.5,002/002.5 | 002/002 | 002/006,4586000000000.0,0.0
1002,US,US,P,1,WIRELESS SNOW PLOW CONTROL,"Wireless snow plow control methods and systems may include at least three units in mutual wireless communicative connection: a plow control module (PCM), a vehicle control module (VCM), and a remote controller. Each unit may be capable of operating with any one of a plurality of units of another type, with any one of multiple types of vehicles, and with any one of multiple types of snow plows. Three specific units of different types may automatically synchronize for operating a particular snow plow in response to commands from the remote. The VCM may be capable of automatically detecting a connection status of a snow plow, enabling/disabling snow plow lights and vehicle lights based on the connection status, controlling enabled vehicle lights, and wirelessly controlling enabled snow plow lights. The remote may wirelessly transmit commands either directly to the PCM, or to the VCM for forwarding to the PCM.","1. A system for wireless control of a snow plow that is mountable on a vehicle, comprising: a plow control module mounted on the snow plow; anda vehicle control module mounted on the vehicle that wirelessly communicates with the plow control module and is capable of: detecting a connection of the snow plow;disengaging, from operation, one or more vehicle lights mounted on the vehicle based on the detection of the connection of the snow plow; andcontrolling one or more plow lights mounted on the snow plow based on one or more signals corresponding to vehicle light control of the one or more vehicle lights.",34,955,20130227,20140052335,20140220,0,0,"NORTHERN STAR INDUSTRIES, INC.",US,1,nan,nan,"James E.  Moon, JR. | Jody  Christy | Gary Laird  Blank",302,nan,nan,0,nan,E01H-0005/06,E01H-0005/06 | B60Q-0001/18 | B60Q-0001/26,E01H,E01H|B60Q|B60Q,701/036,701/036,5414010000000.0,0.0
1003,US,US,P,1,COMPOSITE SNOW PLOW APPARATUS AND METHOD,The invention includes a snow plow blade made of a composite material. The invention also includes a snow plow system that incorporates a snow plow blade made of a composite material and that further includes a mounting area for a lift mechanism and threadable metal inserts.,"1. A snow plow system comprising: a composite blade; anda lift mechanism having one end attached to the composite blade for raising and lowering the composite blade, the lift mechanism having another end attached to a vehicle.",19,951,20130213,20130276335,20131024,0,0,David HANSEN,US,1,nan,nan,David  HANSEN,302,nan,nan,0,nan,E01H-0005/065,E01H-0005/065,E01H,E01H,037/266,037/266 | 156/060,5413040000000.0,0.0
1004,US,US,P,4,Method and apparatus for stopping a spreader,The invention is directed at devices and methods for regulating the operation of a spreader assembly's particulate material distribution in response to changing vehicle conditions.,"1. A system for spreading particulate materials, comprising: an automotive vehicle;a hopper, adapted to hold particulate materials for distribution over a ground surface;a frame, operatively securing the hopper to the automotive vehicle;a spinner mechanism, the spinner mechanism operatively attached to the hopper and adapted to distribute hopper particulate materials over a ground surface;a spinner mechanism motor, operatively attached to the spinner mechanism, the spinner mechanism motor selectively providing rotational forces to the spinner mechanism; anda controller, operatively connected to the spinner mechanism motor, the controller being adapted to regulate operation of the spinner mechanism motor based on a condition signal received from one or more control signal generators chosen from the group consisting of: a vehicle brake light, a vehicle reverse light, or a vehicle gear shift.",17,826,20100625,20110006128,20110113,08523086,20130903,"Meyer Products, LLC",US,1,nan,nan,Marty  Warchola,302,nan,nan,0,nan,nan,nan,E01C,E01C|B05B,239/007,239/007 | 239/677 | 239/684 | 239/687,4913040000000.0,0.0
1005,US,US,P,1,VEHICLE-MOUNTABLE GUIDELINE PAINTING APPARATUS AND METHOD,A vehicle-mountable guideline painting apparatus and method. The apparatus has an arm with a first end mountable to a vehicle. A holder is operably supported at a second end of the arm at a desired elevation above a roadway. The holder is configured to receive an aerosol paint canister in a position with its nozzle oriented in a direction to spray paint onto the roadway. An actuator is disposed to actuate the nozzle upon receiving an electrical signal from a power source causing paint to be sprayed onto the roadway.,"1. A vehicle-mountable guideline painting apparatus, comprising; an arm having a first end mounted to a vehicle;a holder operably supported at a second end of said arm at a desired elevation above a roadway, said holder configured to receive an aerosol paint canister and to support said canister in a position with its nozzle oriented in a direction to spray paint onto said roadway;an actuator electrically connected to a power source, said actuator disposed to actuate said nozzle upon receiving an electrical signal from said power source causing paint to be sprayed onto said roadway.",20,863,20110423,20120269576,20121025,0,0,UKN,nan,0,nan,nan,Earl D. Koch,302,nan,nan,0,nan,nan,nan,E01C,E01C,404/094,404/094,5412040000000.0,0.0
1006,US,US,P,4,Reflective surface road flare,"A reflective surface electric road flare designed to be positioned on a roadway and to emit light to alert oncoming drivers to a hazard on the roadway. The flare comprises a housing supporting a circuit. The circuit comprises an led light source, a power controller and a power supply. The power controller energizes the led light source with the power supply such that the led light source emits light according to its design specification. The emitted light is concentrated about the horizontal by a lens into a horizontal light beam visible throughout the azimuth. Concentrating the emitted light into a horizontal light beam increases its intensity as perceived by oncoming drivers located within the projected horizontal light beam. A portion of the horizontal light beam intersects a top surface of the road flare where it is reflected towards oncoming vehicles. The light reflected from the top surface enhances the visibility of the road flare by increasing the intensity of the light perceived by oncoming drivers and by increasing the perceived size of the illuminating surface of the road flare. The road flare is configured to withstand being run over by vehicles and to resist being moved or shifted to an undesirable location during vehicle run over.","1. A road flare comprising: a housing for disposition on a horizontal road and containing a power supply energizing an led emitter, said led emitter emitting a light concentrated by an optic into a light beam having an angular beam spread about a horizontal, a portion of said light beam intersecting a surface of said housing and reflected towards said horizontal whereby said road flare is perceived by a driver as having an enlarged illuminating surface.",23,778,20090910,20110058364,20110310,08152325,20120410,UKN,nan,0,nan,nan,Kevin F McDermott,302,nan,nan,0,nan,nan,nan,F21S,F21S|E01F|E01F,362/153.1,362/153.1 | 362/153 | 362/190 | 362/311.02 | 362/335 | 404/012 | 404/014 | 404/016 | 404/022,4912020000000.0,1.0
1007,US,US,P,1,LOADING DOCK LIGHTING SYSTEMS HAVING WARNING FEATURES,"Loading dock lighting systems having one or more colored lights for communicating information, such as loading dock equipment status information, to dock operators and/or other personnel working in or around a shipping trailer or other transport vehicle are disclosed herein. In one embodiment, for example, a lighting system for illuminating the interior of a transport vehicle during loading/unloading can include a lighting feature that visually communicates information to a person or persons working in the vehicle. The lighting feature can include, for example, one or more lights of various colors and/or flashing lights.","1. A loading dock having an opening in a building, the loading dock comprising: a vehicle restraint positioned proximate the opening in the building, wherein the vehicle restraint is movable between an engaged position in which the vehicle restraint holds a shipping vehicle in front of the opening and a released position in which the vehicle restraint allows the shipping vehicle to move away from the opening;a dock leveler positioned in the building adjacent to the opening, wherein the dock leveler is movable between a stored position and an extended position in which the dock leveler provides a ramp between the building and an interior portion of the shipping vehicle; anda lighting system positioned proximate the opening and operably connected to at least one of the vehicle restraint and the dock leveler, wherein the lighting system is configured to illuminate the interior portion of the shipping vehicle when the vehicle restraint is in the engaged position and the dock leveler is in the extended position, and wherein the lighting system is further configured to project a visible signal into the interior portion of the shipping vehicle in response to movement of at least one of the vehicle restraint away from the engaged position and the dock leveler away from the extended position.",32,855,20110218,20110203059,20110825,0,0,"4Front Engineered Solutions, Inc.",US,1,nan,nan,L. Blake Whitley | Richard K. Hoofard,302,nan,nan,0,nan,nan,nan,B65G,B65G|E01D|H01K,014/071.3,014/071.3 | 315/076,5411030000000.0,0.0
1008,US,US,P,1,Reflective surface road flare,"A reflective surface electric road flare designed to be positioned on a roadway and to emit light to alert oncoming drivers to a hazard on the roadway. The flare comprises a housing supporting a circuit. The circuit comprises an led light source, a power controller and a power supply. The power controller energizes the led light source with the power supply such that the led light source emits light according to its design specification. The emitted light is concentrated about the horizontal by a lens into a horizontal light beam visible throughout the azimuth. Concentrating the emitted light into a horizontal light beam increases its intensity as perceived by oncoming drivers located within the projected horizontal light beam. A portion of the horizontal light beam intersects a top surface of the road flare where it is reflected towards oncoming vehicles. The light reflected from the top surface enhances the visibility of the road flare by increasing the intensity of the light perceived by oncoming drivers and by increasing the perceived size of the illuminating surface of the road flare. The road flare is configured to withstand being run over by vehicles and to resist being moved or shifted to an undesirable location during vehicle run over.","1. A road flare comprising: a housing for disposition on a horizontal road and containing a power supply energizing an led emitter, said led emitter emitting a light concentrated by an optic into a light beam having an angular beam spread about a horizontal, a portion of said light beam intersecting a surface of said housing and reflected towards said horizontal whereby said road flare is perceived by a driver as having an enlarged illuminating surface.",20,778,20090910,20110058364,20110310,0,0,UKN,nan,0,nan,nan,Kevin F. McDermott,302,nan,nan,0,nan,nan,nan,F21L,F21L,362/190,362/190,5411010000000.0,1.0
1009,US,US,P,1,METHOD AND APPARATUS FOR STOPPING A SPREADER,The invention is directed at devices and methods for regulating the operation of a spreader assembly's particulate material distribution in response to changing vehicle conditions.,"1. A system for spreading particulate materials, comprising: an automotive vehicle; a hopper, adapted to hold particulate materials for distribution over a ground surface; a frame, operatively securing the hopper to the automotive vehicle; a spinner mechanism, the spinner mechanism operatively attached to the hopper and adapted to distribute hopper particulate materials over a ground surface; a spinner mechanism motor, operatively attached to the spinner mechanism, the spinner mechanism motor selectively providing rotational forces to the spinner mechanism; and a controller, operatively connected to the spinner mechanism motor, the controller being adapted to regulate operation of the spinner mechanism motor based on a condition signal received from one or more control signal generators chosen from the group consisting of: a vehicle brake light, a vehicle reverse light, or a vehicle gear shift.",17,826,20100625,20110006128,20110113,0,0,UKN,nan,0,nan,nan,Marty Warchola,302,nan,nan,0,nan,nan,nan,A01C,A01C,239/007,239/007 | 239/681,5411000000000.0,0.0
1010,US,US,P,4,Dynamic road marking system and road segment provided with said system,"A system for effecting merging of a first vehicle traveling in a first roadway with successive vehicles traveling in a second roadway, said system including: a sensor capable of detecting the movement of the successive vehicles in the second roadway; conversion means for determining from the detected movement when the distance between the successive vehicles permits merging; and a road-marking arrangement for producing a guidance light visible to at least the first vehicle and seemingly moving with the two successive vehicles, the light indicating when said merging is permitted. The dynamic road marking system enables higher traffic intensities on roadways and improved traffic safety.","1. A system for effecting merging of a first vehicle traveling in a first roadway with successive vehicles traveling in a second roadway, said system including: a. a sensor capable of detecting the movement of the successive vehicles in the second roadway; b. conversion means for determining from the detected movement when the distance between the successive vehicles permits said merging; and c. a road-marking arrangement for producing a guidance light visible to at least the first vehicle and seemingly moving with the two successive vehicles, said light indicating when said merging is permitted.",3,537,20050124,20050123348,20050609,07025525,20060411,Koninklijke Philips Electronics N.V.,NL,1,EN000025,KONINKL PHILIPS ELECTRONICS NV,Lucas Leo Desiree Van Der Poel,150,EP,2001-01-08,0,nan,nan,nan,E01F,E01F,404/001,404/001 | 404/009 | 404/071 | 340/932 | 701/118,4806020000000.0,0.0
1011,US,US,P,1,Dynamic road marking system and road segment provided with said system,"The dynamic road marking system for influencing a flow of traffic comprises a plurality of road marking units (3, 3′, 3″, . . . ) provided with a light source emitting light in the direction of a driver of a vehicle (6, 6′) traveling over a roadway (10). The road marking unit includes detection means (2) for detecting the intensity of the flow of traffic, and conversion means for converting the detected traffic intensity to a desired traffic intensity with a desired mutual distance between the vehicles (6, 6′) and/or a desired velocity of the vehicles (6, 6′). According to the invention, the road marking system generates a guidance light (1, 1′, . . . ) which seemingly moves along with the flow of traffic by suitably switching on and off the light source in the road marking units (3, 3′, 3″, . . . ). The flow of traffic moves along with the moving guidance light (1, 1′, . . . ). The speed of the guidance light (1, 1′, . . . ) is adapted to the desired mutual distance between the vehicles (6, 6′) and/or to the desired velocity of the vehicles (6, 6′). Preferably, guidance lights (1, 1′, . . . ) are created between each of the vehicles. The dynamic road marking system enables higher traffic intensities on roadways and improved traffic safety. In addition, the road marking system including guidance lights (1, 1′, . . . ) facilitates interweaving of vehicles. ","10. A system for effecting merging of a first vehicle traveling in a first roadway with successive vehicles traveling in a second roadway, said system including:  a. a sensor capable of detecting the movement of the successive vehicles in the second roadway; b. conversion means for determining from the detected movement when the distance between the successive vehicles permits said merging; and c. a road-marking arrangement for producing a guidance light visible to at least the first vehicle and seemingly moving with the two successive vehicles, said light indicating when said merging is permitted. ",3,537,20050124,20050123348,20050609,0,0,UKN,nan,0,nan,nan,Lucas Van Der Poel Leo Desiree,150,EP,2001-01-08,0,nan,nan,nan,E01F,E01F,404/009,404/009,5205020000000.0,0.0
1012,US,US,P,1,Highway guard rail warning and delineating device,A highway guard rail device (10) that warns and delineates through reflex reflectivity of sunlight and vehicle light back to the motorist. The main body of the device is made of protective coated (24) metal (22) with retro-reflective sheeting (20) adhered to the front surface of the device (10). The device (10) mounts onto and covers the full vertical height of a W-shaped highway guard rail (28). The device (10) comprises of a relatively flat front face plate (14) and two contiguous convoluted concave protruding ears (12) on either side of the face plate (14). The ears (12) are positioned in the guard rails (28) U-shaped recessed trough (30). The reflective convoluted concave ears (12) and the reflective flat front face plate (14) provide a lateral reflex reflective surface angle of 0 degrees to 180 degrees. The device (10)is secured to the highway guard rail (28) by sets of opposing fastening tabs (16) which are contiguous part of the main body face plate (14). There are fastening tabs (16) on the top of the device (10) and on the bottom of the device (10). The pair sets of fastening tabs (16) are bent over the top and bottom of the guard rails edge (32) respectively. Cable tie fasteners (26) are threaded and buckled through the opposing sets of fastenings grommet tab holes (18). The cable tie fasteners (26) are pulled tight fastening the device (10) in place and in shape against the front facade of the highway guard rail (28). ,"1. A warning and delineating device that fits on and fastens around a W-shaped guard rail and includes, (a) a face plate that is formed onto the full vertical height of the guard rails front facade, and (b) a plurality fastening system that secures onto the face plate and annulates the guard rail, and (c) a reflex reflective surface which refracts incidental light, and (d) face plate ears that are laterally omnidirectional in reflex reflectivity from 0 degrees to 180 degrees. ",11,370,20021007,20040067105,20040408,0,0,UKN,nan,0,nan,nan,Keith Charles Goesel,302,nan,nan,0,nan,nan,nan,E01F,E01F,404/009,404/009,5104020000000.0,1.0
1013,US,US,P,1,System and method for tire pressure monitoring including tire location recognition,"In a system for remote monitoring of vehicle tire pressure, a system and method for identifying tire location. A tire pressure monitor for each tire includes a sensor for sensing tire pressure, a transmitter for transmitting a signal representative of the sensed tire pressure, and a sensor for sensing an impact to the tire and for actuating the transmitter to transmit a tire pressure signal in response. A receiver for mounting on the vehicle receives the tire pressure signals. A controller for mounting on the vehicle communicates with the receiver and is for use in conveying tire pressure and location information to a user. When the vehicle is stationary, each tire is struck in a preselected sequence so that each received tire pressure signal is automatically associated with one of the plurality of tire locations. ","1. In a system for remote monitoring of tire pressure in a vehicle having a plurality of tires, each tire having a location, a system for identifying tire location comprising: a plurality of tire monitors, each monitor for mounting in one of the plurality of tires, each monitor comprising a sensor for sensing tire pressure, a transmitter for transmitting a signal representative of the sensed tire pressure, and a sensor for sensing an impact to the tire and for actuating the transmitter to transmit a tire pressure signal in response thereto; a receiver for mounting on-board the vehicle for receiving the tire pressure signals transmitted by the transmitters; and a controller for mounting on-board the vehicle and to be provided in communication with the receiver, the controller for processing tire pressure signals received by the receiver and conveying tire pressure and location information to a user, wherein, when the vehicle is stationary, each of the plurality of tires is struck in a preselected sequence so that, for each tire, the impact sensor actuates the transmitter to transmit a tire pressure signal and each received tire pressure signal is automatically associated with one of the plurality of tire locations. ",20,346,20020605,20030164031,20030904,0,0,UKN,nan,0,nan,nan,John S. Nantz | Qingfeng  Tang | Ronald O. King | Riad  Ghabra | Keith  Walker | Thomas  Bejster | Bruce  Conner | Qing  Li | Art  Turovsky,302,nan,nan,0,nan,nan,nan,E01C,E01C,073/146,073/146,5103040000000.0,0.0
1014,US,US,P,3,One piece reflective delineator and method of making,"Disclosed a method of integrally forming a temporary roadway delineator, a chip seal marker or barrier delineator. This method includes integrally forming multiple cube comer reflective elements on at least one side or both sides of the vertically extending reflective face portion of a delineator. Protective raised barrier walls can also be integrally provided on both sides of the vertically extended reflective face portion. The monolithically formed delineator, in accordance to this invention, can be fabricated in either one or two stage injection molding process, thereby integrally providing either one or two structural or color zones. Pressure sensitive adhesive can be applied to the base surface of a delineator or temporary marker for direct application to a roadway or to a barrier surface.","1. A method for forming a reflective delineator monolithically including a plurality of cube comer reflective elements comprising the steps of: a) providing molding means that allow injection molding a reflective delineator having a textured planar base portion and an integrally extended, near vertical reflective face portion, said near vertical face portion being adopted to integrally facilitate a plurality of cube comer reflective elements protruding within at least one designated cell-like area on both sides of said near vertical reflective face portion, each of said cell like area has a opposing planar transparent surface facing oncoming traffics, thereby providing retro-reflection based on automobile light beams, said molding means comprising upper and lower mold portions incorporating the cavity and core positioned there between and at least one runner for injection molding polymeric plastic material into said molding means, said molding means can mold said reflective delineator in one or two-stage injection molding cycle, said molding means can form said delineator from a unitary, transparent polymeric material or from two compatible polymeric plastic materials having slightly differing structural properties; b) providing an angular position for said molding means to set the cavity and core elements positioned to have an open-close axis (y-axis) within said upper and lower mold portions near parallel to said planar base portion of said delineator being formed, said molding means to have an x-axis near parallel to the planar reflective face portion of said reflective delineator being formed, thereby providing uninterrupted ejection cycle for said integrally formed plurality of cube comer reflective elements within said planar reflective face portion during injection molding of said reflective delineator, c) monolithically forming said reflective delineator including said plurality of cube corner reflective elements on both sides of said reflective face portion. ",1,251,20000828,0,0,06505994,20030114,UKN,nan,0,nan,nan,Adil Attar,302,nan,nan,0,nan,nan,nan,E01F,E01F,404/016,404/016 | 404/009 | 404/072,4603000000000.0,0.0
1015,US,US,P,0,Reactive controlled mechanism for a snow-plow,"A snow-plow system having four major features: lighting system, a quick and easy disconnect/connect system, a reactive controlled pressure mechanism for applying a controlled pressure to the bottom edge of the moldboard of the plow, and a simple electric control to activate or de-activate the reactive controlled pressure mechanism. The present invention may be summarized as a snow-plow system that is mounted to a vehicle having a mounting frame by an easy connect and disconnect system connecting to the A-frame of the snow-plow by use of three mounting pins which hold the snow-plow system in place on the mounting frame of the vehicle and thereby rigidly connect the system to the vehicle. A light bar or lighting system also is rigidly mounted to the A-frame of the snow-plow at the mounting pins so that once the position of the lighting system is determined the relative position of the lighting system with respect to the vehicle does not change. A reactive controlled pressure mechanism that consists of a hydraulic control unit is operated by an electric control unit mounted in the vehicle. A reactive controlled pressure cylinder is pivotally mounted to the bottom of the A-frame and mechanically connected to the moldboard of the plow.","1. A control mechanism for operating a snowplow blade adapted to be adjustably mounted on a vehicle, the control mechanism comprising: a hydraulic cylinder;a hydraulic cylinder linkage coupled to the hydraulic cylinder and responsive to actuation of the hydraulic cylinder for exerting a substantially downward force to the snowplow blade;a pressure sensing device for monitoring a pressure indicative of the substantially downward force applied to tile snowplow blade as the snowplow blade moves over terrain; anda pressure control system for adjusting the substantially downward force applied to the snowplow blade in correspondence with the pressure monitored by the pressure sensing device as the snowplow blade moves over terrain.",23,217,19981109,0,0,05987785,19991123,"Sno-Way International, Inc.",US,1,EN056000,SNO WAY INTERNATIONAL INC,Aguado; Aleck P. | Hadler; Howard D. | Schultz; Lynn W. | Syburg; James A. | Weidner; Thomas E. | Struck; John M. | Wendorff; Gary | Leverenz; John H.,302,nan,nan,0,nan,nan,nan,E01H,E01H,037/234,037/234 | 037/466,4599050000000.0,0.0
1016,US,US,P,0,Method of operating a snowplow,"A snow-plow system having four major features: lighting system, a quick and easy disconnect/connect system, a reactive controlled pressure mechanism for applying a controlled pressure to the bottom edge of the moldboard of the plow, and a simple electric control to activate or deactivate the reactive controlled pressure mechanism. The present invention may be summarized as a snow-plow system that is mounted to a vehicle having a mounting frame by an easy connect and disconnect system connecting to the A-frame of the snow-plow by use of three mounting pins which hold the snow-plow system in place on the mounting frame of the vehicle and thereby rigidly connect the system to the vehicle. A light bar or lighting system also is rigidly mounted to the A-frame of the snow-plow at the mounting pins so that once the position of the lighting system is determined the relative position of the lighting system with respect to the vehicle does not change. A reactive controlled pressure mechanism that consists of a hydraulic control unit is operated by an electric control unit mounted in the vehicle. A reactive controlled pressure cylinder is pivotally mounted to the bottom of the A-frame and mechanically connected to the moldboard of the plow.","1. A method of operating a snowplow, comprising the steps of: adjustably mounting a snowplow blade having a moldboard on a vehicle;applying substantially downward force to the moldboard;using a pressure sensing device to monitor a pressure indicative of the substantially downward force applied to the moldboard as the snowplow blade moves over terrain; andadjusting the substantially downward force applied to the moldboard in correspondence with the pressure monitored by the pressure sensing device as the snowplow blade moves over terrain.",20,175,19960709,0,0,05832637,19981110,UKN,nan,0,nan,nan,Aguado; Aleck P. | Hadler; Howard D. | Schultz; Lynn W. | Syburg; James A. | Weidner; Thomas E. | Struck; John M. | Wendorff; Gary | Leverenz; John H.,302,nan,nan,0,nan,nan,nan,E01H,E01H,037/234,037/234 | 037/236,4598050000000.0,0.0
