국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인,출원인 국적,출원인 수,출원인 대표명화 코드,출원인 대표명화 영문명,출원인 대표명화 국문명[KR],출원인 식별기호[JP],발명자/고안자,우선권 번호,우선권 국가,우선권 주장일,국제 공개번호,국제 공개일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main[US],Original US Class All[US],Original FI[JP],Original F-term[JP],Original Theme Code [JP],WIPS ON key
US,US,P,B2,Methods and systems for management and control of an automation control module,"A web-enabled automation control module (ACM) includes an ACM central processing unit (CPU) and a web and file transfer system electrically connected to the ACM CPU, and embedded within the ACM. The system is configured to process hypertext transfer protocol (HTTP) requests from a network.","1. A web-enabled automation control module (ACM) comprising: an ACM central processing unit (CPU); an ACM CPU system memory electrically connected to said ACM CPU; and a web and file transfer system directly electrically connected, without using a backplane, to said ACM CPU, said web and file transfer system embedded within said ACM, said web and file transfer system comprising a web server, a file transfer server, and a database, said web and file transfer system configured to: receive from a network a plurality of user-defined web page files, at least one of the plurality of user-defined web page files comprising at least one ACM tag function that facilitates an exchange of ACM data between said web server and said ACM CPU system memory; store the plurality of user-defined web page files in said database; receive, from the network, a hypertext transfer protocol (HTTP) request to send a first user-defined web page file of the plurality of user-defined web page files to the network; process the HTTP request; access the first user-defined web page file referenced in the HTTP request; parse the first user-defined web page file for the at least one ACM tag function; execute the at least one ACM tag function using form data from the HTTP request to transmit ACM data to said ACM CPU to control operation of said ACM; enable a user to configure at least one web and file transfer connection of a plurality of web and file transfer connections; and disable the plurality of web and file transfer connections when the user does not configure the at least one web and file transfer connection; wherein said ACM is one of a programmable logic controller (PLC), a computer numeric control (CNC), and a motion control product.",38,10/056596,2002-01-24,2003-0140094,2003-07-24,7734716,2010-06-08,"GE Fanuc Automation North America, Inc.",US,1,EN026953,GE FANUC AUTOMATION INC,,,David Collier | Ferrell Mercer | Bill Hannold | Jason Kandingo | Brad Bolfing | Bob Newman | Carrie Brownhill | Dave Hietanen | Robert Chambers | David Elliott,,,,,,,,G06F-015/16,G06F-015/16 | G05B-019/18 | G05B-015/00,709/217,709/217 | 709/218 | 709/219 | 709/230 | 700/065 | 700/083,,,,4.91002E+12
US,US,P,A1,Systems and methods for motion control,"A system for communicating with a motion control system, comprising a set of motion operations, a set of functions, a set of security levels, and client software. The functions are capable of causing the motion control system to perform at least one motion operation. The client software is capable of calling at least one of the functions. The ability of the client software to call at least one of the functions is restricted based on at least one of the security levels.",1. A motion system for communicating with a motion control device comprising: a set of motion operations; a set of motion module functions; a motion software module with at least one module function capable of causing at least one motion operation to occur on at least one motion control device; client software that is capable of calling at least one of the motion module functions; a set of access levels; a set of user accounts that have associated access levels; a mechanism for determining the access level of the client software; and a mechanism for restricting the use of at least one motion module function based on the access level of the client software.,31,11/375502,2006-03-13,2010-0131081,2010-05-27,,,,,0,,,,,David W. Brown | Jay S. Clark,,,,,,,,G05B-019/05,G05B-019/05 | G05D-003/00 | G06F-021/22,700/021,700/021 | 726/002 | 700/056 | 700/302,,,,5.41002E+12
US,US,P,B2,Application and service management for industrial control devices,"The subject invention provides systems and methods that facilitate accessing and management of information (e.g., instructions, executables, classes, objects . . . ) associated with a control system. The systems and methods enable a control system entity the ability to leverage functionality of another control system entity, for example, to employ a service and/or execute an application within an execution environment of the other control system entity. Other capabilities include, but are not limited to, installing and uninstalling, registering and deregistering, loading and/or unloading instructions, commencing, pausing and terminating instruction execution, passing parameters and variables to instructions, modifying, overriding instructions and removing instructions, reliable messages, files, executables, classes, data structures, schema, objects, services, notifications, behaviors, alerts, etc. Optionally, a security mechanism can be utilized to determine the scope of access to the control system entity and/or instructions, applications, and services therein.","1. A system that facilitates interaction between industrial control components, comprising: a management component that facilitates execution of at least one of one or more instructions or data operating within an execution environment associated with a first industrial control component, by a second industrial control component.",38,11/764702,2007-06-18,2007-0293952,2007-12-20,7693581,2010-04-06,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,David M. Callaghan | Brian A. Batke,,,,,,,,G05B-015/02,G05B-015/02 | G05B-019/18 | G05B-013/02 | G06F-015/16 | G06F-017/30,700/009,700/009 | 700/017 | 700/019 | 700/020 | 700/049 | 709/201 | 709/217 | 709/218 | 709/219 | 707/001 | 707/008 | 707/010,,,,4.91001E+12
US,US,P,A1,System and Method for Retrieving and Storing Industrial Data,"The invention provides a system and method for retrieving and storing industrial data, the system comprising a data retriever that includes a data retrieval manager and one or more watchers for monitoring data associated with one or more industrial devices, wherein if the data associated with the one or more industrial devices is new or modified, the one or more watchers notifies the data retrieval manager thereof and the data retrieval manager uploads the new or modified data. The system further includes a database manager for receiving the new or modified data in a first form from the data retrieval manager and for storing the new or modified data in a structural data form in one or more databases.","1. A system for retrieving and storing industrial data, the system comprising, a data retriever including a data retrieval manager and one or more watchers for monitoring data associated with one or more industrial devices, wherein if the data associated with the one or more industrial devices is new or modified, the one or more watchers notify the data retrieval manager thereof and the data retrieval manager uploads the new or modified data, and a database manager for receiving the new or modified data in a first form from the data retrieval manager and for storing the new or modified data in a structural data form in one or more databases.",22,12/241734,2008-09-30,2010-0082669,2010-04-01,,,,,0,,,,,Marek Obitko | Ivan Havel | Michal Fortik | Robert Mavrov | Radek Marik,,,,,,,,G06F-017/30,G06F-017/30,707/770,707/770 | 707/E17.5,,,,5.41001E+12
US,US,P,B2,"Systems, methods, and apparatus for providing continuous power to a fixture in a manufacturing process","Embodiments of the invention are directed to systems, methods, and apparatus for providing continuous power and utilities to a fixture in a manufacturing process. In one embodiment of the invention, a system with robot, such as a robotic arm, and a workstation can be deployed in a manufacturing process. A fixture associated with the manufacturing process can include a mount operable for receiving power from the robot or robot arm, and another mount operable for receiving power from the workstation. An associated control device, such as a programmable logic circuit, can selectively provide power via either mount depending on whether the fixture is mounted to the robot or robotic arm, or to the workstation.","1. A system for providing continuous power from a power source to a fixture in a manufacturing process, the system comprising: a workstation; a robot operable to perform at least one manufacturing task associated with at least one manufacturing component; a fixture comprising: at least one robot mount operable to mount to and to receive power from the robot; at least one workstation mount operable to mount to and to receive power from the workstation; at least one power driven device to maintain an initial configuration of the at least one manufacturing component and operable to receive power via at least one of the at least one robot mount and the at least one workstation mount; a local control device operable for signal transmission with at least one main control device, the local control device comprising at least one of a programmable logic controller or a processor-based controller; and the at least one main control device configured to selectively transmit power to the fixture via at least one of the at least one robot mount or the at least one workstation mount with the fixture being mounted to both the workstation and the robot.",33,11/692102,2007-03-27,2008-0163483,2008-07-10,7689294,2010-03-30,"Automation Industrial Group, LLC",US,1,,,,,Christopher Michael Morgan | Edgard Nascimento | Martin Tyman,,,,,,,,G05B-011/01,G05B-011/01,700/022,700/022 | 700/114 | 700/247 | 700/248 | 901/050 | 029/791,,,,4.91001E+12
US,US,P,B2,System and method for automatically updating the memory map of a programmable controller to customized hardware,"System and method for automatically updating a memory map coupled to or included in a programmable controller (PrC). A PrC may automatically detect at least one programmable hardware element (PHE) coupled to the PrC. The PHE may provide a customizable interface, i.e., input and output (I/O) interface, between one or more devices and the PrC. The devices may include one or more measurement, data acquisition, signal generation, automation, motion control, and/or analysis device(s), among others. The PHE may perform one or more functions on the data transmitted between the device(s) and the PrC. One or more of the PHEs and/or device(s) may be local or remote to the PrC. The PrC may automatically update the memory map based on a hardware I/O interface of the at least one programmable hardware element, where the memory map facilitates communications between programs executing on the PrC and the programmable hardware element.","1. A method, comprising: a programmable controller automatically detecting at least one programmable hardware element (PHE) coupled to the programmable controller, wherein the at least one PHE comprises a programmable logic device (PLD); the programmable controller automatically updating a memory map based on a hardware I/O interface of the at least one PHE, wherein the memory map facilitates communications between programs executing on the programmable controller and the at least one PHE, and wherein the at least one PHE provides a customizable interface between one or more devices and the programs executing on the programmable controller; and the programmable controller retrieving and storing information from and to the memory map a plurality of times to update information to and from the at least one PHE, wherein said retrieving and storing comprises the programmable controller utilizing a scanning architecture.",26,11/427052,2006-06-28,2007-0174518,2007-07-26,7689727,2010-03-30,National Instruments Corporation,US,1,EN005398,NAT INSTR CORP,,,Sundeep Chandhoke,,,,,,,,G06F-003/00,G06F-003/00 | G05B-013/02,710/008,710/008 | 710/002 | 710/015 | 710/010 | 700/040,,,,4.91001E+12
US,US,P,A1,DIGITAL RIGHTS MANAGEMENT SYSTEM AND METHOD,"The present invention concerns application of digital rights management to industrial automation devices including programmable logic controllers (PLCs), I/O devices, and communication adapters. Digital rights management involves a set of technologies for controlling and managing access to device objects and/or programs such as ladder logic programs. Access to automation device objects and/or programs can be managed by downloading rules of use that define user privileges with respect to automation devices and utilizing digital certificates, among other things, to verify the identity of a user desiring to interact with device programs, for example. Furthermore, the present invention provides for secure transmission of messages to and amongst automation devices utilizing public key cryptography associated with digital certificates.","1. An industrial automation device, comprising: a processor configured to: issue at least one digital certificate for a second industrial automation device that communicates with the industrial automation device over a local area network; and define rights associated with the second industrial automation device based at least in part upon the at least one digital certificate. ",20,12/629470,2009-12-02,2010-0077217,2010-03-25,,,"ROCKWELL AUTOMATION TECHNOLOGIES, INC.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,David M. Callaghan,,,,,,,,H04L-009/32,H04L-009/32,713/175,713/175 | 713/182,,,,5.41001E+12
US,US,P,B2,Dynamic load balancing using virtual controller instances,The claimed subject matter provides a system and/or method that facilitates enabling efficient load allocation within an industrial automation environment. A controller with a processing capability can be associated with an industrial automation environment. A balance component can distribute a portion of a load to the controller based upon an evaluation of at least one of the load or the processing capability.,"1. A system that enables efficient load allocation within an industrial automation environment, comprising: a plurality of controllers associated with an industrial automation environment, wherein the plurality of controllers comprise a plurality of processors and a plurality of processing capabilities, wherein at least one of the plurality of controllers stores two or more controller engine instances in memory, wherein the two or more controller engine instances have two or more associated processing capabilities and execute on the at least one of the plurality of controllers; and a balance component that, in real-time, evaluates data associated with a load, the processing capabilities of the plurality of controllers or the processing capabilities of the two or more controller engine instances and self-tunes a distribution of the load across the plurality of controllers or the two or more controller engine instances according to the evaluation.",29,11/679394,2007-02-27,2008-0208361,2008-08-28,7684876,2010-03-23,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Richard J. Grgic,,,,,,,,G05B-011/01,G05B-011/01,700/019,700/019,,,,4.91001E+12
US,US,P,B2,Transient-sensitive indicators for HMI devices,"The innovation disclosed provides a system and/or method that facilitates optimizing a human machine interface (HMI). An interface component can facilitate receipt of data associated with an industrial automation environment. A human machine interface (HMI) component can be communicatively coupled to the interface component to include a capture component that collects a portion of transient data associated with the industrial automation environment, wherein the portion of transient data is utilized by the human machine interface component.","1. A system that facilitates utilizing a human machine interface (HMI), comprising: at least one processor that executes the following computer executable components stored on computer readable medium: an interface component that facilitates receipt of data associated with an industrial automation environment; and a human machine interface (HMI) component communicatively coupled to the interface component that includes a capture component to collect a portion of transient data associated with the industrial automation environment, the portion of transient data is utilized by the human machine interface component, the transient data corresponds to data and respective data states collected in between a first snapshot and a second snapshot, each snapshot provides a single state of data within the industrial environment at one particular instance in time, the second snapshot comprises an aggregate of the portion of transient data, the aggregate comprises an average of the portion of the transient data. ",21,11/536070,2006-09-28,2008-0189246,2008-08-07,7684881,2010-03-23,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Robert F. Lloyd,,,,,,,,G05B-015/00,G05B-015/00 | G06F-003/048,700/083,700/083 | 715/771,,,,4.91001E+12
US,US,P,B2,Distributed database in an industrial automation environment,"A distributed database system within an industrial automation environment comprises a plurality of associated programmable logic controllers, wherein each of the programmable logic controllers includes data relating to one of a process and a device. Furthermore, the data within the plurality of programmable logic controllers can conform to a hierarchically structured data model, which, for example, can be based upon ISA S95, ISA S88, OMAC, or any suitable combination thereof. A reception component receives and services a request for data that is located within at least one of the programmable logic controllers.","1. A distributed database system within an industrial automation environment, comprising: a processor; a memory communicatively coupled to the processor, the memory having stored thereon computer-executable instructions configured to implement the system, including: a hierarchically structured data model representation of a plurality of controllers within an industrial automation system, the hierarchically structured data model representing data stored within the plurality of controllers as data objects located within a nested plant hierarchy; a reception component that receives and services a request for data that is located within at least one of the plurality of controllers, the reception component employs the hierarchically structured data model to collectively query the plurality of controllers as a single unit and to retrieve the requested data from the at least one of the plurality of controllers; and a directory structure that receives a pointer from one of the plurality of controllers indicating a location of a data object within the plant hierarchy, the directory structure maintaining the pointer to facilitate location and retrieval of the data object by the reception component.",29,11/238537,2005-09-29,2006-0259160,2006-11-16,7676281,2010-03-09,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Gavan W. Hood | Ralph Kappelhoff | Kenwood H. Hall,,,,,,,,G05B-011/01,G05B-011/01,700/020,700/020,,,,4.91001E+12
US,US,P,B2,Hierarchically structured data model for utilization in industrial automation environments,"An industrial automation device comprises a data storage component that retains at least a portion of a schema, the schema facilitates usage of a hierarchically structured data model by the industrial automation device. A processor is communicatively coupled to the data storage component and facilitates at least one of receipt, execution, and creation of an object that conforms to the hierarchically structured data model. In another example, the industrial automation device can be employed to execute a workflow.","1. An industrial automation device, comprising: a data storage component that retains at least a portion of a schema, the schema transforms data from a flat data structure to a hierarchically structured data model; a workflow engine that executes Business Process Execution Language, the workflow engine executes at least one operation based at least in part on utilization of the schema; and a processor that facilitates at least one of receipt, execution, and creation of an object that conforms to the hierarchically structured data model.",30,11/240335,2005-09-30,2006-0259154,2006-11-16,7672737,2010-03-02,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Gavan W. Hood | Ralph Kappelhoff | Kenwood H. Hall,,,,,,,,G05B-015/00,G05B-015/00,700/001,700/001 | 700/086 | 700/095,,,,4.91001E+12
US,US,P,A1,Management of Redundant Addresses in Standby Systems,"Aspects of the invention provide apparatuses, systems, and computer readable media for supporting redundant network management. When the primary device (101, 103) fails, its Ethernet IP address is transferred or controlled by a backup Ethernet device. System information is provided to a network adapter so that programmable logic controllers are in agreement about the mode of operation. A central processing unit (201, 203) determines a calculated mode of operation from the operational statuses of the programmable logic controller and the mated programmable logic controller. The central processing unit provides an address indication (503) based on the calculated mode of operation and a selection indication (501) that is indicative of a selected address criterion. The corresponding network adapter determines the assigned network address from the selection indication and the address indication.","1. A first programmable logic controller, comprising: a first central processing unit configured to: determine a first operational status of the first programmable logic controller; communicate with a second programmable logic controller for obtaining a second operational status of the second programmable logic controller; determine a calculated mode of operation of the first programmable logic controller from the first operational status and the second operational status; provide an address indication based the calculated mode of operation, wherein either the first programmable logic controller or the second programmable logic controller functions as a primary controller; and provide a selection indication to indicate a selected address criterion; and a first network adapter configured to: determine an assigned network address based on a first address criterion when the selection indication is not set; determine the assigned network address based on a second address criterion when the selection indication is set; and configure the first network adapter with the assigned network address. ",34,12/194788,2008-08-20,2010-0049871,2010-02-25,,,SCHNEIDER AUTOMATION INC.,US,1,EN007361,SCHNEIDER AUTOMATION,,,Steve Webster | Julien Duquesnay | Vibha Shahi,,,,,,,,G06F-015/173,G06F-015/173,709/245,709/245,,,,5.41001E+12
US,US,P,B2,"Systems, methods, and devices for providing pulses to a motion device","At least one exemplary embodiment of to present invention includes a method comprising obtaining a first frequency and a second frequency. The method also comprises creating a table of values comprising a plurality of target frequencies intermediate to the first and second frequencies, the table of values also comprising a pulse width, a pulse count, and a differential pulse width corresponding to each of the target frequencies from the plurality of target frequencies. The method further comprises outputting at least a portion of the values to a motion device.","1. A method, comprising: obtaining, at semi-logarithmically distributed time intervals, a plurality of target pulse widths; calculating a plurality of intermediate pulse widths between two time-adjacent target pulse widths from said plurality of target pulse widths, said intermediate pulse widths determined by an accumulation of integral and sub-integral counts of a master clock; and outputting the plurality of intermediate pulse widths to a motion device.",8,11/177269,2005-07-08,2005-0273287,2005-12-08,7668674,2010-02-23,"Siemens Industry, Inc.",US,1,EN023798,SIEMENS INDUSTRY INC,,,Alan D. McNutt,,,,,,,,G05B-011/28,G05B-011/28,702/079,702/079 | 702/073 | 700/188 | 700/189 | 318/599,,,,4.91001E+12
US,US,P,B2,Business process execution engine,The claimed subject matter provides a controller that facilitates implementing a workflow within an industrial automation environment system. An interface component can facilitate the receipt of data associated with a workflow at the programmable logic controller. A controller communicatively coupled to the interface component incorporates an execution engine that can execute the workflow and allow a seamless data flow between applications to provide at least one service.,"1. An industrial controller, comprising the following components stored in computer memory and executable by a processor: an interface component that facilitates receipt of data associated with a workflow at the controller; an execution engine that executes the workflow; and a map component that interprets legacy data into a format that is compatible with the controller that relates to a hierarchically structured data model by using a naming convention based on the hierarchical structured data model to explicitly structure legacy data having an implicit physical hierarchical location of devices controlled by the industrial controller to manufacture a product in an industrial automation environment; and an intelligent component that facilitates executing the workflow based upon a probabilistic inference calculated by interpreting data captured by the controller and is configured to automatically initiate at least one action based on the inference.",28,11/239889,2005-09-30,2007-0078525,2007-04-05,7660638,2010-02-09,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Sujeet Chand,,,,,,,,G05B-019/18,G05B-019/18 | G05B-011/01 | G05B-015/02 | G05B-019/42,700/023,700/023 | 700/002 | 700/003 | 700/008 | 700/009 | 700/011 | 700/018 | 700/020 | 700/086,,,,4.91001E+12
US,US,P,B1,Systems and methods for totalizing parallel feeds,"Systems and methods are provided for automatically totalizing materials from multiple feed locations in parallel while mitigating device requirements to monitor such locations. In one aspect, an industrial automation system to process materials is provided. The system includes a totalizer component to determine an aggregated amount of materials supplied from at least two feed locations. A logic component periodically monitors at least one of the feed locations to determine the amount of each material.","1. An industrial automation system to process materials, comprising: a totalizer component that determines an aggregated amount of materials supplied in parallel from at least two feed locations; and a logic component that periodically monitors respective amounts of respective materials supplied from the at least two feed locations to establish a reference ratio relating to the respective materials to determine respective amounts of the respective materials supplied, wherein the logic component receives respective measurements of the respective amounts of respective materials supplied from the at least two feed locations from at least one measurement component, the at least one measurement component comprising a number of measurement components that is less than a number of feed locations and wherein the logic component switches each of the at least two feed locations between an on state and an off state at respective periodic times to facilitate measurement while at steady state, of the respective materials supplied and determination of the respective amounts of the respective materials supplied.",23,11/426441,2006-06-26,,,7660680,2010-02-09,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,John R. Parraga,,,,,,,,G01F-001/00,G01F-001/00,702/045,702/045 | 700/106 | 700/108 | 700/121 | 264/040.1 | 264/040.7 | 264/040.3 | 264/211,,,,4.91001E+12
US,US,P,B2,ASCII gateway to in-vehicle networks,"ASCII gateway to in-vehicle system provides bi-directional translation between multiplexed motor vehicle networks and industrial control and monitoring devices. Integrated hardware and software components provide data communications between motor vehicle electronic control module networks and RS-232 serial ASCII-text capable device, for industrial control and/or industrial automation application in manufacturing or assembly operations. Communications networks (CAN, SAE or ISO protocols) implemented inside motor vehicles pass data between electronic control modules that control operation of important vehicle components like engine, transmission and brake systems, have their messages converted to RS-232 serial ASCII-text; and from RS-232 serial ASCII-text converted to motor vehicle communications network by the system. Messages to monitor and/or control vehicle networks are generated by a serial ASCII-test capable device. Multiple vehicle protocols are supported by the system. The system translates between RS-232 serial ASCII-text message generated or received by a device and the vehicle network.","1. A system for providing data communications between a motor vehicle electronic control module network and an RS-232 serial ASCII-text capable device, said motor vehicle electronic control module network using one or more of a plurality of different protocols, the system comprising: a microprocessor-based hardware having vehicle communications network bus circuitry for interfacing with said motor vehicle electronic control module network, said microprocessor-based hardware also having at least one port, at least one connector used with said at least one port for connecting said microprocessor-based hardware with said RS-232 serial ASCII-text capable device, and programmed with software to translate communications between the vehicle communications network bus circuitry and the at least one port; universal asynchronous transmit and receive (UART) circuitry operable as part of said microprocessor-based hardware for providing universal asynchronous communication between said microprocessor-based hardware and said ASCII-text capable device, and between said microprocessor-based hardware and said motor vehicle electronic control network; and wherein said microprocessor-based hardware is connected to said RS-232 serial ASCII-text capable device, said RS-232 serial ASCII-text capable device transmits ASCII-text to the microprocessor-based hardware and receives ASCII-text from the microprocessor-based hardware, where the microprocessor-based hardware is able to convert the ASCII-text to any one of the plurality of protocols that the motor vehicle electronic control module network may be using, and convert the protocol that the motor vehicle electronic control module network is using to ASCII-text so that the motor vehicle electronic control module network can communicate with and receive one or more of a plurality of commands from the RS-232 serial ASCII-text capable device through the microprocessor-based hardware in more than one of said plurality of protocols, said microprocessor-based hardware being operable to monitor and translate messages between said plurality of protocols at the same time.",26,10/227757,2002-08-26,2003-0052801,2003-03-20,7660934,2010-02-09,"Dearborn Group, Inc.",US,1,,,,,Robert McClure | David M. Such | Michael T. Jewell,,,,,,,,G06F-013/36,G06F-013/36 | G06F-015/16 | G06F-019/00,710/311,710/311 | 710/306 | 710/315 | 709/250 | 701/029 | 701/033,,,,4.91001E+12
US,US,P,A1,VACUUM STERILIZATION PROCESS AND DEVICES,"Vacuum sterilization process with the application of vapour of a mixture of peracetic acid with hydrogen peroxide and residual gas plasma from atmospheric air, excited by pulsed electrical discharge; operational devices and methods used in the sterilization process, preferably a process of sterilization in vacuum, dry, and at low temperature (room temperature).","14. A vacuum sterilization process for sterilization of articles (M), such that the sterilization process makes provision for the articles to be sterilized (M) to be arranged and subjected to vacuum in a stainless steel chamber (1), wherein the stainless steel chamber encompasses one or optionally two doors, (2) and (3); wherein the process uses, connected to the chamber (1), a vacuum system comprising at least one mechanical vacuum pump (4); wherein the process makes provision for a device (8) comprising an injector system for sterilizing gas and a system for the admission of atmospheric air, comprising a filter; wherein said process is an automatized process controlled by a programmable logic controller (14) and wherein said process is further characterized: a) in the application of vapour of a solution of hydrogen peroxide and residual gas plasma from atmospheric air, excited by pulsed electrical discharge; b) in that the vacuum system further comprises at least one liquid ring pump (5), connected in parallel and linked to said chamber (1) by valves (6) and (7); c) in that the evaporation and separation of the water from the hydrogen peroxide take place in the device (8); d) in that the system for the admission of atmospheric air further comprises a dehumidifier (11) and wherein such system is connected to the chamber (1) by valves (9) and (10) and to the dehumidifier (11) by a valve (11a); e) in that the interior of the chamber (1) is provided with a stand (12), composed of flat surfaces, which, as well as providing support to the articles which are to be sterilized (M), also comprise electrodes (E) at which the plasma is formed for the sterilization process; f) in that the programmable logic controller (14) is responsible for: Reduction of the pressure on the articles which are to be sterilized, by means of the liquid ring pump (5), which is employed following action of the mechanical vacuum pump (4), in order to attain the required pressure of the plasma; Elimination of the residual vapour from the solution (ML) of hydrogen peroxide by way of dilution with filtered atmospheric air using the liquid ring pump (5); Application of the vapour from the solution (ML) of hydrogen peroxide evaporated in vacuum with heating and separation of the water from the solution; Dilution of the vapour from the hydrogen peroxide by the injection of filtered air (11) into the chamber (1); Provision of stands (12), acting as a source (13) electrode (E) for generating a pulsed DC discharge, and the discharge of plasma close to the articles (M) arranged on the stands (12); Generation of plasma from the residual atmospheric air with the excitation of pulsed DC in order to obtain an adequate temperature for sterilization; Generation of pulsed DC discharge plasma from atmospheric air in order to complement the sterilization and elimination of the residues; and The application of a vacuum within the pressure range of 5×10?2 mbar to 1×102 mbar.",14,12/537546,2009-08-07,2010-0028200,2010-02-04,,,CISA s.r.l,IT,1,,,,,Tadashi Shiosawa,PI 0400237-7,BR,2004-01-16,,,,,A61L-002/00,A61L-002/00 | B01J-019/08,422/023,422/023 | 422/186,,,,5.41001E+12
US,US,P,B2,Step time change compensation in an industrial automation network,One or more embodiments provide Common Industrial Protocol (CIP) based time synchronization systems and methods. The CIP Sync solution can be part of Ethernet/IP and can be based on standard UDP (User Datagram Protocol) and/or IEEE 1588 (Time Synchronization) Ethernet technology. According to an embodiment is a system that compensates for step changes in a master clock.,"1. A system that enables time synchronization, comprising: a timestamp component that captures timestamps and offsets from at least one network node; and a time synch component that identifies step changes to at least one master clock and synchronizes a local clock time of the at least one network node with the identified step change.",20,12/237425,2008-09-25,2009-0016475,2009-01-15,7656751,2010-02-02,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Charles M. Rischar | Kendal R. Harris | Mark Chaffee,,,,,,,,H04J-003/06,H04J-003/06,368/046,368/046 | 368/047 | 713/400 | 713/500 | 370/509 | 375/354,,,,4.91001E+12
US,US,P,B2,Production monitoring and control system having organizational structure-based presentation layer,"A human-machine interface generation system comprises a reception component that receives a request to generate a human-machine interface relating to at least one of an industrial system, device, process, and sub-process and parameters associated with an initiator of the request. A view generation component generates the human-machine interface based at least in part upon the request and the parameters. For example, the system can further comprise a query generation component that creates a query based at least in part upon the request and the parameters and utilizes the query to extract data from a server within an industrial automation environment.","1. A human-machine interface generation system, the system is recorded on a computer-readable storage medium and capable of execution by a computer, comprising: a reception component that receives a request to generate a human-machine interface relating to at least one of an industrial system, device, process, or sub-process, the reception component further receives parameters associated with an initiator of the request; a query generation component that creates a query based at least in part upon the request and the parameters, and utilizes the query to extract data from a server within an industrial automation environment, the extracted data conforming to a hierarchically structured data model; a view generation component that receives the request, the parameters, and the extracted data and generates the human-machine interface based at least in part thereon; and a proxy component that facilitates use of data from a programmable logic controller in connection with generating the human-machine interface, the proxy component comprising a mapping component that transforms data from the programmable logic controller into data that conforms to the hierarchically structured data model.",17,11/239925,2005-09-30,2007-0078536,2007-04-05,7650196,2010-01-19,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Kevin G. Gordon | Clifton H. Bromley | Eric G. Dorgelo | Douglas J. Reichard | Marc D. Semkow | Shafin A. Virji,,,,,,,,G05B-015/00,G05B-015/00 | G05B-011/01 | G06F-003/00,700/083,700/083 | 700/017 | 715/762 | 715/744,,,,4.91E+12
US,US,P,B2,Tracking and tracing across process boundaries in an industrial automation environment,"A system that facilitates tracking and tracing products in an industrial environment comprises a reception component that receives data indicative of location of entities within an industrial environment, wherein the data conforms to a hierarchically structured data model. A monitoring component facilitates tracking and tracing the entities across process boundaries. Tracking refers to a process of uniformly building a track of objects that are forwarded to, processed for, applied in, or disposed of usage. Similarly, tracing is the process of uniformly generating a sample of traces of objects that are forwarded to, processed for, applied in, or disposed of usage.","1. A system that facilitates tracking and tracing products in an industrial environment comprising: a processor configured to support the operation of coputer-executable compnents stored on a computer-readable storage medium, the computer-executable components including: a reception component that receives data indicative of location of entities within an industrial environment, the data converted to a standardized form consistent with a hierarchically structured data model which integrates equipment hierarchy with procedure hierarchies such that data objects corresponding to the received data are associates with metadata inidicating types of process associates therewtih; a monitoring componnt that outputs tracking and tracing parameters of the entities across process boundaries, wherein tracking parameters include real-time reckoning of a location for the entities and tracing parametners include retrospective reckoning of occurance of events for the entities; and a view generation component that provides a view indicating current tracking and tracing parameters.",26,11/238606,2005-09-29,2006-0259634,2006-11-16,7650405,2010-01-19,"Rockwell Automation Technologies, Inc.",US,1,EN002228,ROCKWELL AUTOMATION TECH INC,,,Gavan W. Hood | Ralph Kappelhoff | Kenwood H. Hall,,,,,,,,G06F-015/173,G06F-015/173,709/224,709/224 | 709/217 | 709/223 | 709/225,,,,4.91E+12
